Bacterial_associate_taxa,Found_in_16S-CC,Found_in_BSS,Found_in_previous_work,Fungal_host_taxa,Link,Source,Bacterial_associate_taxa_taxid,Fungal_host_taxa_taxid,Bacterial_phylum,Fungal_phylum,bact_id,fung_id,bact_phylum_id,fung_phylum_id
Xanthomonadaceae,No,No,Yes,Phyllosticta,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,32033,121621,Proteobacteria,Ascomycota,56,716,1025,1050
Oxalobacteraceae,No,No,Yes,Hormonema,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,75682,46635,Proteobacteria,Ascomycota,57,717,1025,1050
Haemophilus,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",724,37991,Proteobacteria,Ascomycota,18,685,1025,1050
Mycetohabitans,No,No,Yes,Rhizopus,https://doi.org/10.1021/acschembio.9b00805,Genome Mining and Heterologous Expression Reveal Two Distinct Families of Lasso Peptides Highly Conserved in Endofungal Bacteria,2571159,4842,Proteobacteria,Mucoromycota,58,718,1025,1051
Cohnella,No,No,Yes,Trichoderma,https://doi.org/10.1111/1574-6968.12287,Isolation of oxalotrophic bacteria able to disperse on fungal mycelium,329857,5543,Firmicutes,Ascomycota,59,678,119,1050
Pantoea,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",53335,37991,Proteobacteria,Ascomycota,60,685,1025,1050
Pantoea,No,No,Yes,Microdiplodia,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,53335,371130,Proteobacteria,Ascomycota,60,719,1025,1050
Pantoea,No,No,Yes,Pestalotiopsis,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,53335,37840,Proteobacteria,Ascomycota,60,714,1025,1050
Pantoea,No,No,Yes,Phyllosticta,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,53335,121621,Proteobacteria,Ascomycota,60,716,1025,1050
Variovorax,No,No,Yes,Lecythophora,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,34072,79808,Proteobacteria,Ascomycota,35,720,1025,1050
Oxalobacteraceae,No,No,Yes,Hormonema,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,75682,46635,Proteobacteria,Ascomycota,57,717,1025,1050
Xanthomonadaceae,No,No,Yes,Alternaria,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,32033,5598,Proteobacteria,Ascomycota,56,712,1025,1050
Xanthomonadaceae,No,No,Yes,Preussia,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,32033,265084,Proteobacteria,Ascomycota,56,713,1025,1050
Xanthomonadaceae,No,No,Yes,Pestalotiopsis,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,32033,37840,Proteobacteria,Ascomycota,56,714,1025,1050
Xanthomonadaceae,No,No,Yes,Botryosphaeria,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,32033,45132,Proteobacteria,Ascomycota,56,715,1025,1050
Xanthomonadaceae,No,No,Yes,Phyllosticta,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,32033,121621,Proteobacteria,Ascomycota,56,716,1025,1050
Bacillus,No,No,Yes,Pithya,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,1386,51148,Firmicutes,Ascomycota,4,721,119,1050
Bacillus,No,No,Yes,Phaeomoniella,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,1386,158045,Firmicutes,Ascomycota,4,722,119,1050
Bacillus,No,No,Yes,Pestalotiopsis,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes,1386,37840,Firmicutes,Ascomycota,4,714,119,1050
Bacillus,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",1386,37991,Firmicutes,Ascomycota,4,685,119,1050
Paenibacillus,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",44249,147882,Firmicutes,Ascomycota,61,723,119,1050
Luteibacter,No,No,Yes,Hypoxylon,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",242605,42308,Proteobacteria,Ascomycota,62,711,1025,1050
Rhizobium,No,No,Yes,Entonaema,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",379,292718,Proteobacteria,Ascomycota,45,724,1025,1050
Rhizobium,No,No,Yes,Hypoxylon,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",379,42308,Proteobacteria,Ascomycota,45,711,1025,1050
Rhizobium,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,379,36064,Proteobacteria,Basidiomycota,45,725,1025,1052
Rhizobium,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,379,36065,Proteobacteria,Basidiomycota,45,704,1025,1052
Chitinophaga,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,79328,36065,Bacteroidota,Basidiomycota,44,704,1028,1052
Mucilaginibacter,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,423349,36065,Bacteroidota,Basidiomycota,63,704,1028,1052
Tardiphaga,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,1395974,36065,Proteobacteria,Basidiomycota,64,704,1025,1052
Burkholderia,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,32008,36065,Proteobacteria,Basidiomycota,40,704,1025,1052
Pseudomonas,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,286,36065,Proteobacteria,Basidiomycota,29,704,1025,1052
Pedobacter,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,84567,36065,Bacteroidota,Basidiomycota,47,704,1028,1052
Bradyrhizobium,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,374,36065,Proteobacteria,Basidiomycota,6,704,1025,1052
Salinibacterium,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,235888,36065,Actinobacteria,Basidiomycota,65,704,109,1052
Novosphingobium,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,165696,36065,Proteobacteria,Basidiomycota,26,704,1025,1052
Frigoribacterium,No,No,Yes,Cantharellus,https://doi.org/10.1093/femsec/fiaa175,Bacterial community dynamics across developmental stages of fungal fruiting bodies,96492,36065,Actinobacteria,Basidiomycota,66,704,109,1052
Massilia,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",149698,37991,Proteobacteria,Ascomycota,22,685,1025,1050
Massilia,No,No,Yes,Nectriaceae,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",149698,110618,Proteobacteria,Ascomycota,22,726,1025,1050
Massilia,No,No,Yes,Agaricales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,149698,5338,Proteobacteria,Basidiomycota,22,727,1025,1052
Pseudomonas,No,No,Yes,Entonaema,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",286,292718,Proteobacteria,Ascomycota,29,724,1025,1050
Pseudomonas,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",286,37991,Proteobacteria,Ascomycota,29,685,1025,1050
Pseudomonas,No,No,Yes,Nectriaceae,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",286,110618,Proteobacteria,Ascomycota,29,726,1025,1050
Pseudomonas,No,No,Yes,Calonectria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",286,57138,Proteobacteria,Ascomycota,29,710,1025,1050
Pseudomonas,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",286,147882,Proteobacteria,Ascomycota,29,723,1025,1050
Pseudomonas,No,No,Yes,Agaricales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,286,5338,Proteobacteria,Basidiomycota,29,727,1025,1052
Schlegelella,No,No,Yes,Agaricales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,215579,5338,Proteobacteria,Basidiomycota,67,727,1025,1052
Aquabacterium,No,No,Yes,Agaricales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,92793,5338,Proteobacteria,Basidiomycota,68,727,1025,1052
Tardiphaga,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,1395974,36064,Proteobacteria,Basidiomycota,64,725,1025,1052
Chitinophaga,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",79328,147882,Bacteroidota,Ascomycota,44,723,1028,1050
Chitinophaga,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",79328,5506,Bacteroidota,Ascomycota,44,679,1028,1050
Chitinophaga,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,79328,36064,Bacteroidota,Basidiomycota,44,725,1028,1052
Frigoribacterium,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,96492,36064,Actinobacteria,Basidiomycota,66,725,109,1052
Pedobacter,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,84567,36064,Bacteroidota,Basidiomycota,47,725,1028,1052
Paraburkholderia,No,No,Yes,Russulales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,1822464,452342,Proteobacteria,Basidiomycota,69,728,1025,1052
Staphylococcus,No,No,Yes,Stachybotrys,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",1279,74721,Firmicutes,Ascomycota,37,729,119,1050
Staphylococcus,No,No,Yes,Russulales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,1279,452342,Firmicutes,Basidiomycota,37,728,119,1052
Corynebacterium,No,No,Yes,Russulales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,1716,452342,Actinobacteria,Basidiomycota,12,728,109,1052
Enterococcus,No,No,Yes,Russulales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,1350,452342,Firmicutes,Basidiomycota,70,728,119,1052
Tardiphaga,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,1395974,36064,Proteobacteria,Basidiomycota,64,725,1025,1052
Frigoribacterium,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,96492,36064,Actinobacteria,Basidiomycota,66,725,109,1052
Chitinophaga,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",79328,147882,Bacteroidota,Ascomycota,44,723,1028,1050
Chitinophaga,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves",79328,5506,Bacteroidota,Ascomycota,44,679,1028,1050
Chitinophaga,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups,79328,36064,Bacteroidota,Basidiomycota,44,725,1028,1052
Erwinia,No,No,Yes,Microdiplodia,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",551,371130,Proteobacteria,Ascomycota,71,719,1025,1050
Curtobacterium,No,No,Yes,Cladosporium,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",2034,5498,Actinobacteria,Ascomycota,13,730,109,1050
Burkholderia,No,No,Yes,Monodictys,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",32008,71662,Proteobacteria,Ascomycota,40,731,1025,1050
Luteibacter,No,No,Yes,Botryosphaeria,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",242605,45132,Proteobacteria,Ascomycota,62,715,1025,1050
Luteibacter,No,No,Yes,Phyllosticta,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",242605,121621,Proteobacteria,Ascomycota,62,716,1025,1050
Luteibacter,No,No,Yes,Pestalotiopsis,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",242605,37840,Proteobacteria,Ascomycota,62,714,1025,1050
Luteibacter,No,No,Yes,Microdiplodia,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",242605,371130,Proteobacteria,Ascomycota,62,719,1025,1050
Massilia,No,No,Yes,Hormonema,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",149698,46635,Proteobacteria,Ascomycota,22,717,1025,1050
Pantoea,No,No,Yes,Botryosphaeria,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",53335,45132,Proteobacteria,Ascomycota,60,715,1025,1050
Pantoea,No,No,Yes,Microdiplodia,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",53335,371130,Proteobacteria,Ascomycota,60,719,1025,1050
Rhizobium,No,No,Yes,Microdiplodia,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria",379,371130,Proteobacteria,Ascomycota,45,719,1025,1050
