Bacterial_associate_taxa,Found_in_16S-CC,Found_in_BSS,Found_in_previous_work,Fungal_host_taxa,Link,Source
Pseudomonas,No,No,Yes,Calonectria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Pseudomonas,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Pseudomonas,No,No,Yes,Agaricales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Schlegelella,No,No,Yes,Agaricales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Aquabacterium,No,No,Yes,Agaricales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Tardiphaga,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Chitinophaga,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Chitinophaga,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Chitinophaga,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Frigoribacterium,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Pedobacter,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Paraburkholderia,No,No,Yes,Russulales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Staphylococcus,No,No,Yes,Stachybotrys,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Staphylococcus,No,No,Yes,Russulales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Corynebacterium,No,No,Yes,Russulales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Enterococcus,No,No,Yes,Russulales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Tardiphaga,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Frigoribacterium,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Chitinophaga,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Chitinophaga,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Chitinophaga,No,No,Yes,Cantharellales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Erwinia,No,No,Yes,Microdiplodia,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Curtobacterium,No,No,Yes,Cladosporium,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Burkholderia,No,No,Yes,Monodictys,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Luteibacter,No,No,Yes,Botryosphaeria,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Luteibacter,No,No,Yes,Phyllosticta,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Luteibacter,No,No,Yes,Pestalotiopsis,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Luteibacter,No,No,Yes,Microdiplodia,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Massilia,No,No,Yes,Hormonema,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Pantoea,No,No,Yes,Botryosphaeria,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Pantoea,No,No,Yes,Microdiplodia,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Rhizobium,No,No,Yes,Microdiplodia,https://doi.org/10.1099/mgen.0.000101,"Absence of genome reduction in diverse, facultative endohyphal bacteria"
Clostridium,No,No,Yes,Bionectria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Acidobacterium,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Enterobacteriaceae,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Enterobacteriaceae,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Enterobacteriaceae,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Enterobacteriaceae,No,No,Yes,Microdiplodia,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes
Enterobacteriaceae,No,No,Yes,Pestalotiopsis,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes
Enterobacteriaceae,No,No,Yes,Phyllosticta,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes
Lachnospiraceae,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Lachnospiraceae,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Veillonellaceae,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Pelosinus,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Lachnoclostridium,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Lachnoclostridium,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Pectobacterium,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Pleomorphomonas,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Pleomorphomonas,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Anaerosinus,No,No,Yes,Bionectria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Enterobacter,No,No,Yes,Hypoxylon,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Enterobacter,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Enterobacter,No,No,Yes,Bionectria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Selenomonadales,No,No,Yes,Bionectria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Escherichia,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Escherichia,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Comamonadaceae,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Comamonadaceae,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Comamonadaceae,No,No,Yes,Gliocladiopsis,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Comamonadaceae,No,No,Yes,Lecythophora,https://doi.org/10.1128/AEM.02928-09,Diverse Bacteria Inhabit Living Hyphae of Phylogenetically Diverse Fungal Endophytes
Comamonadaceae,No,No,Yes,Agaricales,https://doi.org/10.1038/s41396-020-0674-7,Fruitbody chemistry underlies the structure of endofungal bacterial communities across fungal guilds and phylogenetic groups
Sphingobium,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Tenericutes,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Serratia,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Pseudochrobactrum,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Stenotrophomonas,No,No,Yes,Nectriaceae,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Stenotrophomonas,No,No,Yes,Calonectria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Pelomonas,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Dermacoccus,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Propionibacterium,No,No,Yes,Hypoxylon,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Propionibacterium,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Propionibacterium,No,No,Yes,Entonaema,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Propionibacterium,No,No,Yes,Nemania,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Streptococcus,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Paracoccus,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Rheinheimera,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Haemophilus,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Ralstonia,No,No,Yes,Fusarium,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Ralstonia,No,No,Yes,Jobellisia,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Ralstonia,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Ralstonia,No,No,Yes,Nectriaceae,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Ralstonia,No,No,Yes,Nemania,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Ralstonia,No,No,Yes,Entonaema,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Granulicatella,No,No,Yes,Xylaria,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
Chryseobacterium,No,No,Yes,Nemania,https://doi.org/10.3389/fevo.2016.00116,"Diversity, Specificity, and Phylogenetic Relationships of Endohyphal Bacteria in Fungi That Inhabit Tropical Seeds and Leaves"
